datetime,storage,elevation,outflow,inflow,evap
2000-10-01,2980.848,1006.88,10.423140478315199,6.4700826337324795,0.32925619779264
2000-10-02,2977.473,1006.73,10.47867766830432,7.523305772454719,0.42049586706048
2000-10-03,2975.448,1006.64,10.40528923867584,8.80066114220448,0.42049586706048
2000-10-04,2971.849,1006.48,10.8396694032336,7.2813223017878395,0.39471074313696
2000-10-05,2969.599,1006.38,11.77388427769344,9.72099171916704,0.19636363603296
2000-10-06,2966.899,1006.26,10.760330560392,8.45355370477248,0.39272727206592
2000-10-07,2964.649,1006.16,10.6413222961296,8.74512395221536,0.35305785064511996
2000-10-08,2961.049,1006.0,10.18314047871936,6.91041321150336,0.3272727267216
2000-10-09,2959.259,1005.92,10.19107436300352,8.92561981968,0.5236363627545599
2000-10-10,2961.949,1006.04,9.867768578424,12.55735535075424,0.013884297497279999
2000-10-11,2962.849,1006.08,10.68495865969248,11.58545452594464,0.0
2000-10-12,2964.199,1006.14,9.24099171997536,10.5917355193536,0.0
2000-10-13,2966.449,1006.24,9.764628082729919,12.27570245866656,0.28760330530079997
2000-10-14,2960.378,1005.97,11.74413221162784,5.90876032062816,0.23603305745376
2000-10-15,2955.902,1005.77,12.0595041119232,7.765289243121599,0.18247933853568
2000-10-16,2955.007,1005.73,12.049586756567999,11.33752064206464,0.18247933853568
2000-10-17,2952.546,1005.62,12.444297499704959,10.1256198176592,0.14280991711488
2000-10-18,2948.07,1005.42,11.7917355173328,7.47173552460768,0.15669421461216
2000-10-19,2946.28,1005.34,10.94479336999872,9.3520660999536,0.19636363603296
2000-10-20,2943.147,1005.2,10.60561981685088,7.58876031779904,0.11702479319136
2000-10-21,2940.462,1005.08,11.2462809727968,8.60033056402944,0.0396694214208
2000-10-22,2939.567,1005.04,9.268760314969919,8.55669420046656,0.18247933853568
2000-10-23,2936.891,1004.92,10.47669419723328,7.91801651559168,0.11702479319136
2000-10-24,2933.552,1004.77,10.46876031294912,7.2991735414272,0.1685950410384
2000-10-25,2931.993,1004.7,9.853884280926719,8.39801651478336,0.10314049569408
2000-10-26,2930.658,1004.64,9.89950411556064,8.56462808475072,0.0
2000-10-27,2930.212,1004.62,10.488595023659519,10.159338825866879,0.11702479319136
2000-10-28,2934.442,1004.81,8.97322312538496,13.29520658918112,0.09123966926784
2000-10-29,2935.555,1004.86,11.62512394736544,12.78942146606592,0.05157024784704
2000-10-30,2940.686,1005.09,9.361983455308799,14.53289253751008,0.0396694214208
2000-10-31,2941.357,1005.12,10.740495849681599,11.45057849311392,0.0
2000-11-01,2943.147,1005.2,9.33818180245632,11.21851237780224,0.09123966926784
2000-11-02,2937.114,1004.93,9.98280990054432,4.1057851170527995,0.15669421461216
2000-11-03,2933.774,1004.78,10.3041322140528,7.0809917236128,0.11702479319136
2000-11-04,2931.993,1004.7,9.85983469413984,8.24727271338432,0.1685950410384
2000-11-05,2933.107,1004.75,10.38743799903648,11.67074378199936,0.1685950410384
2000-11-06,2931.993,1004.7,10.68495865969248,9.64760328953856,0.07735537177056
2000-11-07,2931.548,1004.68,10.61553717220608,10.36561981725504,0.19438016496191998
2000-11-08,2930.658,1004.64,10.825785105736319,10.09190080945152,0.15669421461216
2000-11-09,2929.767,1004.6,10.833718990020479,10.085950396238399,0.14280991711488
2000-11-10,2927.986,1004.52,11.41289254276416,9.69719006631456,0.06545454534431999
2000-11-11,2924.202,1004.35,10.44694213116768,6.73983469939392,0.07735537177056
2000-11-12,2921.53,1004.23,11.240330559583679,8.64595039866336,0.07735537177056
2000-11-13,2917.968,1004.07,13.58479336555296,10.09983469373568,0.07735537177056
2000-11-14,2916.855,1004.02,11.07966940282944,9.98082642947328,0.013884297497279999
2000-11-15,2917.3,1004.04,10.60561981685088,11.06380163426112,0.013884297497279999
2000-11-16,2918.414,1004.09,11.59933882344192,12.7537189867872,0.0396694214208
2000-11-17,2916.41,1004.0,10.44892560223872,8.51107436583264,0.06545454534431999
2000-11-18,2912.868,1003.84,10.10181816480672,6.73983469939392,0.18049586746464
2000-11-19,2910.211,1003.72,11.84925617839296,9.2826446124672,0.09123966926784
2000-11-20,2909.547,1003.69,8.98909089395328,8.40198345692544,0.07735537177056
2000-11-21,2907.775,1003.61,10.97454543606432,9.25487601747264,0.05157024784704
2000-11-22,2906.226,1003.54,10.643305767200639,9.10809915821568,0.013884297497279999
2000-11-23,2901.133,1003.31,11.2661156835072,6.2380165184208,0.06545454534431999
2000-11-24,2897.37,1003.14,11.0280991549824,7.26545453321952,0.0
2000-11-25,2894.491,1003.01,10.887272708938559,8.08661155663008,0.07735537177056
2000-11-26,2890.526,1002.83,8.86016527433568,4.9586776776,0.06347107427328
2000-11-27,2887.001,1002.67,11.58942146808672,8.06479337484864,0.0
2000-11-28,2885.239,1002.59,10.79206609752864,9.03074378644512,0.0
2000-11-29,2886.341,1002.64,10.77223138681824,11.9900826244368,0.11504132212031999
2000-11-30,2885.68,1002.61,11.4148760138352,10.75438014717888,0.07735537177056
2000-12-01,2886.781,1002.66,10.26247932156096,11.45256196418496,0.0892561981968
2000-12-02,2886.12,1002.63,10.38942147010752,9.78049585129824,0.05157024784704
2000-12-03,2885.019,1002.58,11.40099171633792,10.363636346184,0.06347107427328
2000-12-04,2883.477,1002.51,11.8809917155296,10.39140494117856,0.05157024784704
2000-12-05,2884.358,1002.55,10.38942147010752,11.3851239477696,0.11504132212031999
2000-12-06,2884.138,1002.54,10.655206593626879,10.55008262686176,0.11504132212031999
2000-12-07,2885.68,1002.61,9.54247932277344,11.12132229532128,0.03768595034976
2000-12-08,2881.715,1002.43,11.6727272530704,7.7712396563347195,0.06347107427328
2000-12-09,2877.751,1002.25,10.02842973517824,6.11702478308736,0.05157024784704
2000-12-10,2873.566,1002.06,9.53652890956032,5.35140494966592,0.0
2000-12-11,2874.226,1002.09,11.21454543566016,11.91272725266624,0.03768595034976
2000-12-12,2874.887,1002.12,9.82016527271904,10.50644626329888,0.02578512392352
2000-12-13,2880.173,1002.36,10.9983470889168,16.284297493238398,0.0
2000-12-14,2887.882,1002.71,8.1520661019744,16.105785096844798,0.24396694173792
2000-12-15,2895.598,1003.06,7.07702478147072,14.98710741277824,0.19438016496191998
2000-12-16,2896.705,1003.11,8.18776858125312,9.32033056281696,0.02578512392352
2000-12-17,2896.927,1003.12,8.90181816682752,9.1636363482048,0.0396694214208
2000-12-18,2897.812,1003.16,8.91966940646688,9.99867766911264,0.19438016496191998
2000-12-19,2899.805,1003.25,9.69520659524352,11.85719006267712,0.1685950410384
2000-12-20,2902.683,1003.38,9.30446279424864,12.22214873974848,0.0396694214208
2000-12-21,2902.019,1003.35,10.14743799944064,9.58611568633632,0.10314049569408
2000-12-22,2906.668,1003.56,7.53917354102304,12.188429731540799,0.0
2000-12-23,2907.111,1003.58,7.2852892439299195,7.77917354061888,0.05157024784704
2000-12-24,2905.34,1003.5,6.77553717867264,5.0042975122339195,0.0
2000-12-25,2904.012,1003.44,5.92661156026752,4.68892561193856,0.09123966926784
2000-12-26,2905.119,1003.49,6.785454534027839,8.12429750697984,0.23206611531168
2000-12-27,2907.997,1003.62,6.99570246755808,9.95107436340768,0.07735537177056
2000-12-28,2910.432,1003.73,8.15404957304544,10.6809917175504,0.09123966926784
2000-12-29,2913.31,1003.86,9.33818180245632,12.293553698305919,0.07735537177056
2000-12-30,2913.089,1003.85,9.13983469535232,9.01090907573472,0.09123966926784
2000-12-31,2910.875,1003.75,9.22909089354912,7.0413223021919995,0.02578512392352
2001-01-01,2908.44,1003.64,9.58413221526528,7.17421486395168,0.15471074354112
2001-01-02,2906.89,1003.57,9.27074378604096,7.91603304452064,0.19438016496191998
2001-01-03,2906.89,1003.57,8.91371899325376,9.03074378644512,0.11702479319136
2001-01-04,2907.997,1003.62,8.048925606280319,9.2330578356912,0.07735537177056
2001-01-05,2909.325,1003.68,7.94776858165728,9.37983469494816,0.10314049569408
2001-01-06,2908.882,1003.66,7.884297507384,7.54512395423616,0.10314049569408
2001-01-07,2905.34,1003.5,8.060826432706559,4.58380164517344,0.11702479319136
2001-01-08,2909.3,1003.68,8.63603304330816,12.78942146606592,0.1685950410384
2001-01-09,2912.868,1003.84,8.39603304371232,11.964297500513279,0.18049586746464
2001-01-10,2925.092,1004.39,6.870743790082559,19.35471071120832,0.25983471030624
2001-01-11,2937.114,1004.93,6.20231403914208,18.472066084595518,0.24793388387999998
2001-01-12,2944.49,1005.26,6.02776858489056,13.43008262201184,0.07735537177056
2001-01-13,2948.07,1005.42,6.12099172522944,9.7785123802272,0.07735537177056
2001-01-14,2949.861,1005.5,9.18148758784416,10.98644626249056,0.013884297497279999
2001-01-15,2952.546,1005.62,7.46975205353664,10.2347107265664,0.06545454534431999
2001-01-16,2955.455,1005.75,7.1801652771648,10.20694213157184,0.11702479319136
2001-01-17,2957.916,1005.86,8.42181816763584,10.97454543606432,0.09123966926784
2001-01-18,2959.93,1005.95,7.5332231278099195,9.70314047952768,0.15669421461216
2001-01-19,2965.099,1006.18,5.91867767598336,11.17884295638144,0.09123966926784
2001-01-20,2965.099,1006.18,8.6975206465104,8.776859489351999,0.0793388428416
2001-01-21,2963.749,1006.12,7.91008263130752,6.57322312942656,0.013884297497279999
2001-01-22,2964.424,1006.15,7.86842973881568,8.5685950268928,0.02578512392352
2001-01-23,2969.149,1006.36,6.4264462701696,11.256198328152,0.10512396676512
2001-01-24,2977.473,1006.73,4.95471073545792,13.51537187806656,0.23603305745376
2001-01-25,2989.88,1007.28,3.8023140431836797,16.22280989003616,0.013884297497279999
2001-01-26,3001.187,1007.78,4.34181817450656,15.70314046942368,0.05355371891808
2001-01-27,3008.208,1008.09,3.13983470545632,10.175206594435199,0.013884297497279999
2001-01-28,3013.209,1008.31,3.08628098653824,8.20561982089248,0.1190082642624
2001-01-29,3021.166,1008.66,4.53619833946848,12.49388427648096,0.0
2001-01-30,3030.266,1009.06,3.07636363118304,12.269752045453439,0.09322314033888
2001-01-31,3035.294,1009.28,4.93289255367648,10.10776857801984,0.14677685925696
2001-02-01,3041.694,1009.56,5.85719007278112,12.41851237578144,0.16066115675424
2001-02-02,3046.493,1009.77,6.0198347006064,10.88528923786752,0.06743801641536
2001-02-03,3045.122,1009.71,6.16264461772128,4.81785123155616,0.02578512392352
2001-02-04,3044.436,1009.68,6.57719007156864,5.95834709740416,0.06743801641536
2001-02-05,3049.922,1009.92,6.1785123862896,11.75801650912512,0.09322314033888
2001-02-06,3054.736,1010.13,5.85322313063904,10.813884279310079,0.14677685925696
2001-02-07,3059.561,1010.34,6.18644627057376,11.147107419244799,0.13487603283072
2001-02-08,3064.845,1010.57,5.83338841992864,11.27801650993344,0.16066115675424
2001-02-09,3076.109,1011.06,4.9289256115344,16.19305782397056,0.0
2001-02-10,3086.27,1011.5,0.8905785108969599,11.05190080783488,0.0
2001-02-11,3099.21,1012.06,1.09685950228512,14.03702476975008,0.0
2001-02-12,3112.209,1012.62,0.98975206444896,13.989421464045119,0.0
2001-02-13,3123.597,1013.11,0.99570247766208,12.38280989650272,0.0
2001-02-14,3135.031,1013.6,3.01090908583872,14.64991733070144,0.20429752031712
2001-02-15,3140.398,1013.83,6.31933883233344,11.82347105446944,0.13685950390176
2001-02-16,3146.711,1014.1,4.52826445518432,10.84165287430464,0.0
2001-02-17,3154.451,1014.43,4.4330578437743995,12.200330557967039,0.027768594994559997
2001-02-18,3168.056,1015.01,6.10115701451904,19.7057850907824,0.0
2001-02-19,3187.864,1015.85,5.732231395305599,25.59471070070016,0.055537189989119995
2001-02-20,3232.726,1017.74,1.0611570230064,45.92330570778912,0.0
2001-02-21,3300.665,1020.57,0.0,68.00925608381952,0.07140495855744
2001-02-22,3349.371,1022.58,0.62082644523552,49.426115619245756,0.099173553552
2001-02-23,3381.371,1023.89,0.14280991711488,32.1421487062032,0.0
2001-02-24,3408.902,1025.01,1.26347107225248,28.909090860408,0.11504132212031999
2001-02-25,3436.352,1026.12,0.0,27.52066111068,0.07140495855744
2001-02-26,3459.957,1027.07,1.58479338576096,25.27735532933376,0.08727272712576
2001-02-27,3480.926,1027.91,0.0,21.18743798084928,0.2181818178144
2001-02-28,3495.969,1028.51,3.60793387822176,18.870743769874558,0.22016528888543999
2001-03-01,3511.542,1029.13,1.8624793357065599,17.66876030082432,0.23404958638272
2001-03-02,3530.704,1029.89,2.10644627744448,21.29851236082752,0.0297520660656
2001-03-03,3542.6,1030.36,3.67338842356608,15.56826443659296,0.0
2001-03-04,3575.37,1031.65,2.7966942101664,35.62512390694944,0.0595041321312
2001-03-05,3624.022,1033.55,0.0,48.71008256260032,0.0595041321312
2001-03-06,3655.239,1034.76,0.0,31.215867716027518,0.0
2001-03-07,3681.441,1035.77,0.0,26.429752021608,0.2280991731696
2001-03-08,3708.297,1036.8,0.0,26.97719003721504,0.12099173533344
2001-03-09,3732.925,1037.74,0.97586776695168,25.7553718574544,0.15272727247008
2001-03-10,3748.705,1038.34,5.8988429652729595,21.89355368213952,0.21421487567232
2001-03-11,3761.092,1038.81,4.98644627259456,17.69652889581888,0.32330578457952
2001-03-12,3767.689,1039.06,9.18148758784416,16.040330551500478,0.26181818137727997
2001-03-13,3776.961,1039.41,8.10842973841152,17.658842945469118,0.2776859499456
2001-03-14,3783.319,1039.65,9.63173552097024,16.28231402216736,0.29355371851392
2001-03-15,3789.676,1039.89,10.585785106140479,17.15900823556704,0.21619834674336
2001-03-16,3794.178,1040.06,10.05421485910176,14.741156999969279,0.18446280960671999
2001-03-17,3800.531,1040.3,8.288925605876159,14.87404956172896,0.23206611531168
2001-03-18,3805.296,1040.48,8.6975206465104,13.66214873732352,0.20033057817504
2001-03-19,3813.237,1040.78,8.72925618364704,16.903140467402878,0.23206611531168
2001-03-20,3824.913,1041.22,7.86247932560256,19.78710740469504,0.24793388387999998
2001-03-21,3834.224,1041.57,7.352727260345279,16.78809914528256,0.12495867747552
2001-03-22,3848.068,1042.09,5.0062809833049595,19.16231401731744,0.31140495815328
2001-03-23,3865.441,1042.74,6.8231404843776,24.41454541343136,0.2181818178144
2001-03-24,3874.539,1043.08,7.24363635143808,16.41917352606912,0.07735537177056
2001-03-25,3886.088,1043.51,6.61884296406048,18.40462806818016,0.23603305745376
2001-03-26,3902.216,1044.11,5.42280990822336,21.72297517003008,0.17256198318048
2001-03-27,3913.55,1044.53,6.7953718893830395,18.36495864675936,0.23603305745376
2001-03-28,3924.883,1044.95,5.67867767638752,17.24826443376384,0.23603305745376
2001-03-29,3935.18,1045.33,7.7950413091872,18.5652892249344,0.47404958597856
2001-03-30,3945.755,1045.72,7.82677684632384,18.70214872883616,0.30148760279808
2001-03-31,3955.799,1046.09,8.75504130757056,19.2595040997984,0.36495867707136
2001-04-01,3961.521,1046.3,7.83867767275008,13.8942148526352,0.33322313993471997
2001-04-02,3967.788,1046.53,9.01289254680576,15.72694212227616,0.446280990984
2001-04-03,3972.42,1046.7,11.11338841103712,15.99867765900864,0.25388429709312
2001-04-04,3977.324,1046.88,11.16892560102624,16.2942148485936,0.22214875995647998
2001-04-05,3979.777,1046.97,11.313718989212159,14.11834708366272,0.35107437957408
2001-04-06,3987.164,1047.24,11.4347107245456,19.09289252983104,0.27173553673247997
2001-04-07,3990.723,1047.37,11.65289254236,15.21123964380576,0.0
2001-04-08,3993.46,1047.47,11.03404956819552,14.01123964582656,0.23999999959583998
2001-04-09,3995.377,1047.54,10.49057849473056,12.45421485506016,0.04760330570496
2001-04-10,3995.65,1047.55,11.48826444346368,12.14479336797792,0.38280991671072
2001-04-11,3996.472,1047.58,10.82776857680736,11.9206611369504,0.27173553673247997
2001-04-12,3997.019,1047.6,13.58082642341088,14.36826443861376,0.23999999959583998
2001-04-13,4000.852,1047.74,10.22677684228224,14.298842951127359,0.23999999959583998
2001-04-14,4000.852,1047.74,11.55570245987904,11.7322313852016,0.17652892532255998
2001-04-15,4001.947,1047.78,11.32760328670944,12.757685928929279,0.33520661100576
2001-04-16,4004.684,1047.88,10.825785105736319,13.80297518336736,0.23999999959583998
2001-04-17,4006.327,1047.94,11.60727270772608,13.61851237376064,0.36892561921343997
2001-04-18,4012.92,1048.18,10.5322313872224,17.14115699592768,0.01586776856832
2001-04-19,4016.495,1048.31,11.460495848469119,15.17950410666912,0.14479338818592
2001-04-20,4021.446,1048.49,11.65884295557312,16.62545451745728,0.62677685844864
2001-04-21,4022.271,1048.52,10.95669419642496,12.037685930141759,0.25586776816416
2001-04-22,4020.896,1048.47,11.58743799701568,10.77421485788928,0.56132231310432
2001-04-23,4025.297,1048.63,7.759338829908479,12.16066113654624,0.69024793272192
2001-04-24,4021.996,1048.51,16.195041295041598,13.37652890309376,0.69024793272192
2001-04-25,4020.346,1048.45,13.36661154773856,12.277685929737599,0.56132231310432
2001-04-26,4021.171,1048.48,13.17818179598976,14.35636361218752,0.35305785064511996
2001-04-27,4020.621,1048.46,13.265454523115519,13.14842972992416,0.43239669348672
2001-04-28,4019.796,1048.43,14.76892559496384,14.4099173311056,0.4661157016944
2001-04-29,4020.346,1048.45,13.900165265848319,14.85024790887648,0.40066115635008
2001-04-30,4020.071,1048.44,15.61785121336896,15.58214873409024,0.23999999959583998
2001-05-01,4018.145,1048.37,15.32429749485504,13.846611546930239,0.44826446205504
2001-05-02,4013.47,1048.2,15.798347080833599,11.65289254236,0.52958677596768
2001-05-03,4011.269,1048.12,15.960991708658879,14.23933881899616,0.47999999919167996
2001-05-04,4010.169,1048.08,15.75669418834176,15.119999974537919,0.46413223062336
2001-05-05,4006.327,1047.94,14.74909088425344,11.484297501321599,0.57719008167264
2001-05-06,4001.399,1047.76,15.221156999160959,10.85355370073088,0.55933884203328
2001-05-07,3997.567,1047.62,17.454545425152,14.1024793150944,0.47999999919167996
2001-05-08,3994.555,1047.51,15.957024766516799,13.51933882020864,0.5752066106015999
2001-05-09,3992.092,1047.42,16.38148757571936,14.41388427324768,0.49586776775999997
2001-05-10,3990.723,1047.37,16.314049559304,15.48892559375136,0.5434710734649599
2001-05-11,3984.974,1047.16,17.472396664791358,12.24991733474304,0.5256198338256
2001-05-12,3975.69,1046.82,17.59140492905376,8.86413221647776,0.55735537096224
2001-05-13,3968.06,1046.54,17.6727272429664,10.75834708932096,0.7160330566454399
2001-05-14,3962.339,1046.33,18.84099170380896,13.83669419157504,0.36495867707136
2001-05-15,3953.892,1046.02,21.3123966583248,12.86479336676544,0.0
2001-05-16,3945.213,1045.7,20.75107434522048,12.54743799539904,0.49190082561792
2001-05-17,3938.705,1045.46,19.83669418147104,13.85057848907232,0.52165289168352
2001-05-18,3930.57,1045.16,21.13785120407328,13.3983470848752,0.39471074313696
2001-05-19,3919.216,1044.74,20.74512393200736,10.10181816480672,0.71008264343232
2001-05-20,3905.454,1044.23,21.28066112118816,8.07074378806176,0.55140495774912
2001-05-21,3896.025,1043.88,21.81619831036896,13.07900824243776,0.69223140379296
2001-05-22,3889.311,1043.63,19.37652889298976,13.3685950188096,0.7061157012902399
2001-05-23,3881.3,1043.77,19.72165285935072,24.19041318240384,0.47008264383647996
2001-05-24,3872.123,1042.99,20.098512362848318,11.53190080702656,0.56330578417536
2001-05-25,3864.639,1042.71,16.68892559173056,9.72099171916704,0.5157024784704
2001-05-26,3850.474,1042.18,20.17586773461888,6.47999998908768,0.46809917276544
2001-05-27,3833.958,1041.56,22.46082640845696,6.56727271621344,0.62280991630656
2001-05-28,3819.858,1041.03,20.53487599847712,6.97785122791872,0.5434710734649599
2001-05-29,3808.472,1040.6,20.32859500708896,9.37785122387712,0.44826446205504
2001-05-30,3794.972,1040.09,22.684958639484478,9.88165287592128,0.6961983459350399
2001-05-31,3782.524,1039.62,21.01289252659776,9.2429751910464,0.67834710629568
2001-06-01,3772.193,1039.23,18.45818178709824,8.943471059319359,0.81520661019744
2001-06-02,3758.193,1038.7,19.43603302512096,6.12694213844256,0.69024793272192
2001-06-03,3738.695,1037.96,23.9107437613872,4.9487603222448,0.5355371891808
2001-06-04,3727.155,1037.52,19.884297487176,8.67966940687104,0.33520661100576
2001-06-05,3716.927,1037.13,20.88991732019328,11.21057849351808,0.54942148667808
2001-06-06,3702.815,1036.59,22.91702475479616,9.199338827483519,0.39471074313696
2001-06-07,3686.376,1035.96,25.04528921402208,8.83438015041216,0.2280991731696
2001-06-08,3672.87,1035.44,24.20429747990112,11.3652892370592,0.6664462798694399
2001-06-09,3652.137,1034.64,24.8033057433552,4.71867767800416,0.64859504023008
2001-06-10,3630.452,1033.8,25.775206568164798,4.61553718231008,0.5256198338256
2001-06-11,3614.505,1033.18,25.67008260139968,10.21685948692704,0.49388429668896
2001-06-12,3597.591,1032.52,26.76892557475584,10.318016511550079,0.46214875955232
2001-06-13,3578.935,1031.79,26.840330533313278,8.68958676222624,0.5057851231152
2001-06-14,3561.619,1031.11,26.0132230966896,9.276694199254079,0.57917355274368
2001-06-15,3546.401,1030.51,24.408595000218238,9.69322312417248,0.50181818097312
2001-06-16,3526.922,1029.74,25.66214871711552,6.83107436866176,0.64859504023008
2001-06-17,3506.006,1028.91,25.45983466786944,5.160991726846079,0.61685950309344
2001-06-18,3487.689,1028.18,28.21884292768608,10.60363634577984,0.70214875914816
