Date,Flow
1946-07-14,4330
1946-07-15,4140
1946-07-16,3600
1946-07-17,3330
1946-07-18,3040
1946-07-19,3010
1946-07-20,2680
1946-07-21,3470
1946-07-22,3850
1946-07-23,4210
1946-07-24,4480
1946-07-25,5560
1946-07-26,4070
1946-07-27,3430
1946-07-28,3010
1946-07-29,2680
1946-07-30,2640
1946-07-31,2180
1946-08-01,2460
1946-08-02,6270
1946-08-03,6270
1946-08-04,4330
1946-08-05,5200
1946-08-06,5530
1946-08-07,13400
1946-08-08,10600
1946-08-09,9650
1946-08-10,6720
1946-08-11,5620
1946-08-12,4630
1946-08-13,3670
1946-08-14,3200
1946-08-15,2950
1946-08-16,2660
1946-08-17,2610
1946-08-18,2640
1946-08-19,3360
1946-08-20,4560
1946-08-21,3110
1946-08-22,2580
1946-08-23,2480
1946-08-24,2710
1946-08-25,2800
1946-08-26,2610
1946-08-27,2360
1946-08-28,2200
1946-08-29,2130
1946-08-30,2090
1946-08-31,2020
1946-09-01,1980
1946-09-02,1960
1946-09-03,1880
1946-09-04,1840
1946-09-05,1620
1946-09-06,1510
1946-09-07,1490
1946-09-08,1440
1946-09-09,1400
1946-09-10,1280
1946-09-11,1340
1946-09-12,1390
1946-09-13,1320
1946-09-14,1160
1946-09-15,1110
1946-09-16,1140
1946-09-17,1090
1946-09-18,1000
1946-09-19,1070
1946-09-20,1160
1946-09-21,1470
1946-09-22,2040
1946-09-23,2860
1946-09-24,6950
1946-09-25,7420
1946-09-26,5910
1946-09-27,3830
1946-09-28,3090
1946-09-29,2660
1946-09-30,2440
1946-10-01,2840
1946-10-02,2700
1946-10-03,2460
1946-10-04,2230
1946-10-05,2230
1946-10-06,2320
1946-10-07,2050
1946-10-08,1810
1946-10-09,1810
1946-10-10,1970
1946-10-11,1970
1946-10-12,2340
1946-10-13,2950
1946-10-14,3620
1946-10-15,3890
1946-10-16,4140
1946-10-17,3520
1946-10-18,3090
1946-10-19,2810
1946-10-20,2760
1946-10-21,2630
1946-10-22,2680
1946-10-23,2700
1946-10-24,2760
1946-10-25,2660
1946-10-26,3760
1946-10-27,6010
1946-10-28,7980
1946-10-29,9350
1946-10-30,7500
1946-10-31,6210
1946-11-01,5230
1946-11-02,4490
1946-11-03,3820
1946-11-04,3520
1946-11-05,3180
1946-11-06,3000
1946-11-07,2860
1946-11-08,2810
1946-11-09,2860
1946-11-10,2680
1946-11-11,2530
1946-11-12,2430
1946-11-13,2360
1946-11-14,2410
1946-11-15,2390
1946-11-16,2180
1946-11-17,2300
1946-11-18,2480
1946-11-19,2390
1946-11-20,2250
1946-11-21,2300
1946-11-22,2320
1946-11-23,2120
1946-11-24,2160
1946-11-25,2120
1946-11-26,2030
1946-11-27,2030
1946-11-28,2100
1946-11-29,2030
1946-11-30,2030
1946-12-01,1990
1946-12-02,2030
1946-12-03,1810
1946-12-04,1870
1946-12-05,1870
1946-12-06,1790
1946-12-07,1870
1946-12-08,1830
1946-12-09,1810
1946-12-10,1830
1946-12-11,1810
1946-12-12,1810
1946-12-13,1850
1946-12-14,1640
1946-12-15,1930
1946-12-16,1930
1946-12-17,1850
1946-12-18,1830
1946-12-19,1750
1946-12-20,1930
1946-12-21,2530
1946-12-22,3720
1946-12-23,4170
1946-12-24,3820
1946-12-25,3820
1946-12-26,3720
1946-12-27,3650
1946-12-28,3820
1946-12-29,4000
1946-12-30,4310
1946-12-31,5620
1947-01-01,9050
1947-01-02,9050
1947-01-03,8240
1947-01-04,8780
1947-01-05,8240
1947-01-06,12500
1947-01-07,17400
1947-01-08,14800
1947-01-09,12600
1947-01-10,11200
1947-01-11,9980
1947-01-12,9050
1947-01-13,8240
1947-01-14,7740
1947-01-15,8240
1947-01-16,9980
1947-01-17,10600
1947-01-18,9980
1947-01-19,9980
1947-01-20,12000
1947-01-21,18200
1947-01-22,20200
1947-01-23,20600
1947-01-24,19400
1947-01-25,16600
1947-01-26,14800
1947-01-27,15800
1947-01-28,15100
1947-01-29,13700
1947-01-30,12300
1947-01-31,11200
1947-02-01,13700
1947-02-02,15800
1947-02-03,14400
1947-02-04,12600
1947-02-05,11200
1947-02-06,9650
1947-02-07,8500
1947-02-08,9050
1947-02-09,7200
1947-02-10,6000
1947-02-11,5400
1947-02-12,5200
1947-02-13,5400
1947-02-14,5400
1947-02-15,5200
1947-02-16,5400
1947-02-17,5620
1947-02-18,5230
1947-02-19,5040
1947-02-20,4860
1947-02-21,3270
1947-02-22,3240
1947-02-23,3720
1947-02-24,4310
1947-02-25,4490
1947-02-26,4490
1947-02-27,4200
1947-02-28,4000
1947-03-01,3900
1947-03-02,3800
1947-03-03,3700
1947-03-04,3700
1947-03-05,3960
1947-03-06,4490
1947-03-07,5230
1947-03-08,6010
1947-03-09,6420
1947-03-10,7740
1947-03-11,9050
1947-03-12,10300
1947-03-13,10900
1947-03-14,15400
1947-03-15,23000
1947-03-16,32900
1947-03-17,40800
1947-03-18,28400
1947-03-19,21400
1947-03-20,17000
1947-03-21,14400
1947-03-22,12300
1947-03-23,11200
1947-03-24,10300
1947-03-25,10300
1947-03-26,9650
1947-03-27,12000
1947-03-28,15800
1947-03-29,13700
1947-03-30,11600
1947-03-31,10300
1947-04-01,9350
1947-04-02,9050
1947-04-03,9050
1947-04-04,8780
1947-04-05,9350
1947-04-06,10600
1947-04-07,9350
1947-04-08,8500
1947-04-09,8500
1947-04-10,8240
1947-04-11,7500
1947-04-12,7050
1947-04-13,6840
1947-04-14,6420
1947-04-15,6210
1947-04-16,6210
1947-04-17,6420
1947-04-18,6010
1947-04-19,6210
1947-04-20,6010
1947-04-21,5810
1947-04-22,5810
1947-04-23,6010
1947-04-24,6210
1947-04-25,5810
1947-04-26,5810
1947-04-27,5620
1947-04-28,5420
1947-04-29,6600
1947-04-30,7300
1947-05-01,8200
1947-05-02,12000
1947-05-03,13000
1947-05-04,14000
1947-05-05,15000
1947-05-06,14400
1947-05-07,14000
1947-05-08,12000
1947-05-09,10600
1947-05-10,9650
1947-05-11,8500
1947-05-12,7740
1947-05-13,7280
1947-05-14,6420
1947-05-15,6210
1947-05-16,6010
1947-05-17,6010
1947-05-18,6420
1947-05-19,7050
1947-05-20,8780
1947-05-21,10900
1947-05-22,16100
1947-05-23,20200
1947-05-24,13700
1947-05-25,10600
1947-05-26,9350
1947-05-27,11200
1947-05-28,14000
1947-05-29,10600
1947-05-30,9350
1947-05-31,8780
1947-06-01,8780
1947-06-02,7500
1947-06-03,6620
1947-06-04,6010
1947-06-05,5810
1947-06-06,5810
1947-06-07,5230
1947-06-08,6620
1947-06-09,9050
1947-06-10,12300
1947-06-11,10900
1947-06-12,9050
1947-06-13,8240
1947-06-14,7740
1947-06-15,9050
1947-06-16,9050
1947-06-17,11200
1947-06-18,10600
1947-06-19,9050
1947-06-20,7740
1947-06-21,6840
1947-06-22,5810
1947-06-23,5230
1947-06-24,4860
1947-06-25,4240
1947-06-26,3890
1947-06-27,3720
1947-06-28,3650
1947-06-29,3790
1947-06-30,4670
1947-07-01,5230
1947-07-02,4490
1947-07-03,4280
1947-07-04,4860
1947-07-05,3930
1947-07-06,3720
1947-07-07,3720
1947-07-08,3930
1947-07-09,4000
1947-07-10,4490
1947-07-11,6010
1947-07-12,6840
1947-07-13,14000
1947-07-14,13000
1947-07-15,8780
1947-07-16,7050
1947-07-17,6420
1947-07-18,7280
1947-07-19,8240
1947-07-20,7500
1947-07-21,7740
1947-07-22,11200
1947-07-23,11200
1947-07-24,7500
1947-07-25,5810
1947-07-26,5040
1947-07-27,4490
1947-07-28,3930
1947-07-29,3430
1947-07-30,2950
1947-07-31,2890
1947-08-01,2840
1947-08-02,2630
1947-08-03,2580
1947-08-04,3740
1947-08-05,5420
1947-08-06,4030
1947-08-07,3430
1947-08-08,3240
1947-08-09,2810
1947-08-10,2580
1947-08-11,2390
1947-08-12,2160
1947-08-13,2140
1947-08-14,2140
1947-08-15,2180
1947-08-16,1950
1947-08-17,2140
1947-08-18,3150
1947-08-19,3690
1947-08-20,6420
1947-08-21,9050
1947-08-22,9050
1947-08-23,9980
1947-08-24,6420
1947-08-25,4670
1947-08-26,4860
1947-08-27,5040
1947-08-28,5040
1947-08-29,4670
1947-08-30,6010
1947-08-31,4670
1947-09-01,3960
1947-09-02,3790
1947-09-03,3120
1947-09-04,2730
1947-09-05,2530
1947-09-06,2700
1947-09-07,2580
1947-09-08,2580
1947-09-09,2340
1947-09-10,2340
1947-09-11,2430
1947-09-12,2560
1947-09-13,2560
1947-09-14,2480
1947-09-15,2300
1947-09-16,2270
1947-09-17,2100
1947-09-18,1890
1947-09-19,1870
1947-09-20,1850
1947-09-21,1810
1947-09-22,1790
1947-09-23,1720
1947-09-24,1620
1947-09-25,1930
1947-09-26,1810
1947-09-27,1600
1947-09-28,1510
1947-09-29,1500
1947-09-30,1550
1947-10-01,1550
1947-10-02,1570
1947-10-03,1600
1947-10-04,1480
1947-10-05,1390
1947-10-06,1330
1947-10-07,1420
1947-10-08,1280
1947-10-09,1170
1947-10-10,1150
1947-10-11,1170
1947-10-12,1140
1947-10-13,1080
1947-10-14,1150
1947-10-15,1170
1947-10-16,1120
1947-10-17,1370
1947-10-18,1500
1947-10-19,1320
1947-10-20,1410
1947-10-21,1390
1947-10-22,1600
1947-10-23,1770
1947-10-24,1740
1947-10-25,1620
1947-10-26,1530
1947-10-27,1480
1947-10-28,1440
1947-10-29,1910
1947-10-30,1930
1947-10-31,1810
1947-11-01,1870
1947-11-02,1750
1947-11-03,1740
1947-11-04,2360
1947-11-05,3270
1947-11-06,7280
1947-11-07,7740
1947-11-08,10300
1947-11-09,9350
1947-11-10,7280
1947-11-11,5620
1947-11-12,8500
1947-11-13,10600
1947-11-14,7980
1947-11-15,6620
1947-11-16,6010
1947-11-17,5810
1947-11-18,5040
1947-11-19,5230
1947-11-20,5620
1947-11-21,5420
1947-11-22,5040
1947-11-23,4670
1947-11-24,4490
1947-11-25,4490
1947-11-26,6840
1947-11-27,7740
1947-11-28,7280
1947-11-29,6840
1947-11-30,6010
1947-12-01,5620
1947-12-02,5040
1947-12-03,4670
1947-12-04,4140
1947-12-05,4140
1947-12-06,3960
1947-12-07,3860
1947-12-08,3820
1947-12-09,3790
1947-12-10,3400
1947-12-11,3760
1947-12-12,3650
1947-12-13,3820
1947-12-14,3820
1947-12-15,3500
1947-12-16,3600
1947-12-17,3700
1947-12-18,3700
1947-12-19,3600
1947-12-20,3300
1947-12-21,3300
1947-12-22,3400
1947-12-23,3400
1947-12-24,3300
1947-12-25,2900
1947-12-26,2800
1947-12-27,2700
1947-12-28,2600
1947-12-29,2300
1947-12-30,2300
1947-12-31,2300
1948-01-01,3500
1948-01-02,16900
1948-01-03,32900
1948-01-04,32900
1948-01-05,22200
1948-01-06,15800
1948-01-07,13000
1948-01-08,10600
1948-01-09,9350
1948-01-10,8240
1948-01-11,7740
1948-01-12,7500
1948-01-13,8500
1948-01-14,9350
1948-01-15,7800
1948-01-16,6600
1948-01-17,6400
1948-01-18,5600
1948-01-19,5000
1948-01-20,4500
1948-01-21,4300
1948-01-22,4700
1948-01-23,4400
1948-01-24,4000
1948-01-25,3500
1948-01-26,3300
1948-01-27,3500
1948-01-28,3500
1948-01-29,3300
1948-01-30,3200
1948-01-31,3100
1948-02-01,3000
1948-02-02,3000
1948-02-03,3100
1948-02-04,3200
1948-02-05,3200
1948-02-06,3200
1948-02-07,3300
1948-02-08,3300
1948-02-09,3200
1948-02-10,3100
1948-02-11,3000
1948-02-12,3100
1948-02-13,3200
1948-02-14,5000
1948-02-15,21500
1948-02-16,52000
1948-02-17,51000
1948-02-18,32300
1948-02-19,24600
1948-02-20,23600
1948-02-21,21600
1948-02-22,18800
1948-02-23,16600
1948-02-24,13900
1948-02-25,11800
1948-02-26,11500
1948-02-27,13900
1948-02-28,17400
1948-02-29,20200
1948-03-01,17000
1948-03-02,15400
1948-03-03,16200
1948-03-04,18400
1948-03-05,23100
1948-03-06,21600
1948-03-07,21600
1948-03-08,22600
1948-03-09,23600
1948-03-10,30000
1948-03-11,25600
1948-03-12,21100
1948-03-13,18400
1948-03-14,15400
1948-03-15,13600
1948-03-16,12200
1948-03-17,11200
1948-03-18,10600
1948-03-19,10000
1948-03-20,9700
1948-03-21,10300
1948-03-22,10300
1948-03-23,10900
1948-03-24,12500
1948-03-25,13200
1948-03-26,30500
1948-03-27,28900
1948-03-28,22100
1948-03-29,19700
1948-03-30,17000
1948-03-31,15000
1948-04-01,19300
1948-04-02,23600
1948-04-03,25600
1948-04-04,22600
1948-04-05,17900
1948-04-06,15400
1948-04-07,13600
1948-04-08,12500
1948-04-09,11800
1948-04-10,11200
1948-04-11,11800
1948-04-12,11800
1948-04-13,11500
1948-04-14,25400
1948-04-15,70700
1948-04-16,91600
1948-04-17,58300
1948-04-18,35900
1948-04-19,26200
1948-04-20,20200
1948-04-21,17000
1948-04-22,14600
1948-04-23,12800
1948-04-24,11500
1948-04-25,10600
1948-04-26,10000
1948-04-27,9400
1948-04-28,10000
1948-04-29,12800
1948-04-30,18400
1948-05-01,18400
1948-05-02,15800
1948-05-03,16200
1948-05-04,19100
1948-05-05,33800
1948-05-06,33500
1948-05-07,35900
1948-05-08,42000
1948-05-09,39500
1948-05-10,34700
1948-05-11,26700
1948-05-12,21100
1948-05-13,18800
1948-05-14,17000
1948-05-15,15400
1948-05-16,15000
1948-05-17,14600
1948-05-18,13900
1948-05-19,12800
1948-05-20,11500
1948-05-21,10300
1948-05-22,9400
1948-05-23,8600
1948-05-24,8100
1948-05-25,8100
1948-05-26,8600
1948-05-27,7350
1948-05-28,7120
1948-05-29,6450
1948-05-30,6450
1948-05-31,8850
1948-06-01,11800
1948-06-02,14600
1948-06-03,13600
1948-06-04,11500
1948-06-05,9700
1948-06-06,8350
1948-06-07,7350
1948-06-08,6900
1948-06-09,6450
1948-06-10,6020
1948-06-11,6240
1948-06-12,5800
1948-06-13,5590
1948-06-14,5380
1948-06-15,5180
1948-06-16,4980
1948-06-17,5800
1948-06-18,5590
1948-06-19,5860
1948-06-20,10700
1948-06-21,8850
1948-06-22,8100
1948-06-23,7350
1948-06-24,6450
1948-06-25,6450
1948-06-26,6240
1948-06-27,6240
1948-06-28,8100
1948-06-29,7600
1948-06-30,13200
1948-07-01,14200
1948-07-02,9120
1948-07-03,7120
1948-07-04,6240
1948-07-05,5380
1948-07-06,4700
1948-07-07,4550
1948-07-08,5800
1948-07-09,4740
1948-07-10,4240
1948-07-11,3880
1948-07-12,3600
1948-07-13,3340
1948-07-14,3440
1948-07-15,4900
1948-07-16,4700
1948-07-17,4280
1948-07-18,5800
1948-07-19,5180
1948-07-20,4660
1948-07-21,3840
1948-07-22,3570
1948-07-23,3540
1948-07-24,4350
1948-07-25,5590
1948-07-26,5590
1948-07-27,5140
1948-07-28,4580
1948-07-29,3920
1948-07-30,3540
1948-07-31,3150
1948-08-01,4170
1948-08-02,5800
1948-08-03,4860
1948-08-04,8600
1948-08-05,10000
1948-08-06,10000
1948-08-07,8850
1948-08-08,7850
1948-08-09,6450
1948-08-10,5800
1948-08-11,5180
1948-08-12,7580
1948-08-13,8720
1948-08-14,10600
1948-08-15,8100
1948-08-16,6680
1948-08-17,5800
1948-08-18,4900
1948-08-19,5590
1948-08-20,5380
1948-08-21,9300
1948-08-22,7120
1948-08-23,7600
1948-08-24,7350
1948-08-25,6020
1948-08-26,5060
1948-08-27,4350
1948-08-28,3700
1948-08-29,3340
1948-08-30,3250
1948-08-31,3340
1948-09-01,2940
1948-09-02,2520
1948-09-03,2710
1948-09-04,2400
1948-09-05,2200
1948-09-06,2300
1948-09-07,2240
1948-09-08,2200
1948-09-09,2170
1948-09-10,2910
1948-09-11,4090
1948-09-12,3310
1948-09-13,3410
1948-09-14,4090
1948-09-15,3880
1948-09-16,4060
1948-09-17,3500
1948-09-18,3090
1948-09-19,2940
1948-09-20,2500
1948-09-21,2320
1948-09-22,2710
1948-09-23,2630
1948-09-24,2320
1948-09-25,2710
1948-09-26,3090
1948-09-27,3340
1948-09-28,3250
1948-09-29,2830
1948-09-30,2860
1948-10-01,2830
1948-10-02,2580
1948-10-03,2660
1948-10-04,3310
1948-10-05,3950
1948-10-06,12200
1948-10-07,16200
1948-10-08,26700
1948-10-09,21900
1948-10-10,18800
1948-10-11,21000
1948-10-12,15400
1948-10-13,12200
1948-10-14,9700
1948-10-15,8350
1948-10-16,7350
1948-10-17,6680
1948-10-18,6680
1948-10-19,7850
1948-10-20,10000
1948-10-21,10600
1948-10-22,9120
1948-10-23,7600
1948-10-24,6680
1948-10-25,6240
1948-10-26,5590
1948-10-27,5180
1948-10-28,4980
1948-10-29,4580
1948-10-30,4390
1948-10-31,4020
1948-11-01,3920
1948-11-02,3880
1948-11-03,3700
1948-11-04,3880
1948-11-05,3920
1948-11-06,4130
1948-11-07,7890
1948-11-08,11800
1948-11-09,16600
1948-11-10,16200
1948-11-11,12800
1948-11-12,10900
1948-11-13,9700
1948-11-14,8600
1948-11-15,7850
1948-11-16,7120
1948-11-17,6680
1948-11-18,6240
1948-11-19,6020
1948-11-20,7350
1948-11-21,11200
1948-11-22,16200
1948-11-23,17000
1948-11-24,15800
1948-11-25,16200
1948-11-26,14200
1948-11-27,12800
1948-11-28,12900
1948-11-29,27300
1948-11-30,27800
1948-12-01,38300
1948-12-02,35900
1948-12-03,27800
1948-12-04,34800
1948-12-05,32400
1948-12-06,55100
1948-12-07,40900
1948-12-08,30000
1948-12-09,23600
1948-12-10,19200
1948-12-11,16200
1948-12-12,14200
1948-12-13,12500
1948-12-14,11500
1948-12-15,11800
1948-12-16,21000
1948-12-17,48200
1948-12-18,81600
1948-12-19,56600
1948-12-20,36500
1948-12-21,27800
1948-12-22,24100
1948-12-23,21600
1948-12-24,20200
1948-12-25,18400
1948-12-26,15800
1948-12-27,13600
1948-12-28,11800
1948-12-29,11200
1948-12-30,26700
1948-12-31,58000
1949-01-01,68400
1949-01-02,47200
1949-01-03,33500
1949-01-04,25800
1949-01-05,25300
1949-01-06,51100
1949-01-07,67600
1949-01-08,62000
1949-01-09,44600
1949-01-10,33500
1949-01-11,26800
1949-01-12,22800
1949-01-13,20400
1949-01-14,19600
1949-01-15,19100
1949-01-16,17800
1949-01-17,16600
1949-01-18,15400
1949-01-19,14600
1949-01-20,14300
1949-01-21,13600
1949-01-22,17000
1949-01-23,16600
1949-01-24,18600
1949-01-25,22800
1949-01-26,24800
1949-01-27,33600
1949-01-28,53900
1949-01-29,69000
1949-01-30,59200
1949-01-31,42000
1949-02-01,32300
1949-02-02,26800
1949-02-03,23300
1949-02-04,22800
1949-02-05,25800
1949-02-06,30100
1949-02-07,37100
1949-02-08,32300
1949-02-09,30100
1949-02-10,26800
1949-02-11,24300
1949-02-12,22300
1949-02-13,20900
1949-02-14,19100
1949-02-15,18600
1949-02-16,19100
1949-02-17,21400
1949-02-18,20400
1949-02-19,20400
1949-02-20,21500
1949-02-21,24300
1949-02-22,25300
1949-02-23,25800
1949-02-24,24300
1949-02-25,24800
1949-02-26,23300
1949-02-27,20500
1949-02-28,19100
1949-03-01,17800
1949-03-02,16600
1949-03-03,15800
1949-03-04,14000
1949-03-05,13200
1949-03-06,12500
1949-03-07,12600
1949-03-08,12600
1949-03-09,12900
1949-03-10,12600
1949-03-11,12200
1949-03-12,11900
1949-03-13,11600
1949-03-14,11300
1949-03-15,10400
1949-03-16,9810
1949-03-17,9520
1949-03-18,10100
1949-03-19,10700
1949-03-20,10100
1949-03-21,10100
1949-03-22,10400
1949-03-23,14900
1949-03-24,12200
1949-03-25,13200
1949-03-26,15800
1949-03-27,14600
1949-03-28,13600
1949-03-29,12600
1949-03-30,11900
1949-03-31,11000
1949-04-01,10700
1949-04-02,10400
1949-04-03,11000
1949-04-04,11600
1949-04-05,10700
1949-04-06,12600
1949-04-07,13200
1949-04-08,13600
1949-04-09,15000
1949-04-10,15000
1949-04-11,15000
1949-04-12,14300
1949-04-13,13600
1949-04-14,18200
1949-04-15,26800
1949-04-16,42900
1949-04-17,31200
1949-04-18,22800
1949-04-19,20000
1949-04-20,17800
1949-04-21,15400
1949-04-22,13600
1949-04-23,12200
1949-04-24,11800
1949-04-25,11300
1949-04-26,10700
1949-04-27,9810
1949-04-28,9240
1949-04-29,8960
1949-04-30,8160
1949-05-01,8200
1949-05-02,8690
1949-05-03,11300
1949-05-04,14000
1949-05-05,17000
1949-05-06,14000
1949-05-07,11600
1949-05-08,10700
1949-05-09,10100
1949-05-10,11000
1949-05-11,10700
1949-05-12,11900
1949-05-13,11900
1949-05-14,10700
1949-05-15,10100
1949-05-16,9810
1949-05-17,8960
1949-05-18,8690
1949-05-19,8420
1949-05-20,8420
1949-05-21,8420
1949-05-22,8960
1949-05-23,12600
1949-05-24,11000
1949-05-25,20400
1949-05-26,20000
1949-05-27,15400
1949-05-28,12600
1949-05-29,10700
1949-05-30,9520
1949-05-31,8420
1949-06-01,7400
1949-06-02,6910
1949-06-03,6210
1949-06-04,5770
1949-06-05,5350
1949-06-06,5140
1949-06-07,4740
1949-06-08,4360
1949-06-09,4180
1949-06-10,3970
1949-06-11,3760
1949-06-12,3730
1949-06-13,3630
1949-06-14,3460
1949-06-15,3390
1949-06-16,3300
1949-06-17,3690
1949-06-18,3860
1949-06-19,9680
1949-06-20,117000
1949-06-21,72900
1949-06-22,32300
1949-06-23,22800
1949-06-24,17000
1949-06-25,12900
1949-06-26,11600
1949-06-27,9520
1949-06-28,8160
1949-06-29,7150
1949-06-30,9590
1949-07-01,34700
1949-07-02,21400
1949-07-03,15400
1949-07-04,12200
1949-07-05,9810
1949-07-06,8420
1949-07-07,7150
1949-07-08,6670
1949-07-09,6440
1949-07-10,8960
1949-07-11,8960
1949-07-12,9520
1949-07-13,25200
1949-07-14,43300
1949-07-15,39600
1949-07-16,26800
1949-07-17,30100
1949-07-18,28200
1949-07-19,82300
1949-07-20,59100
1949-07-21,32300
1949-07-22,27900
1949-07-23,21800
1949-07-24,16600
1949-07-25,14000
1949-07-26,11600
1949-07-27,10100
1949-07-28,8960
1949-07-29,8420
1949-07-30,7150
1949-07-31,9240
1949-08-01,8160
1949-08-02,7150
1949-08-03,6440
1949-08-04,6440
1949-08-05,6210
1949-08-06,7150
1949-08-07,5990
1949-08-08,5990
1949-08-09,6210
1949-08-10,5770
1949-08-11,4940
1949-08-12,4400
1949-08-13,4360
1949-08-14,4480
1949-08-15,4510
1949-08-16,4180
1949-08-17,4440
1949-08-18,11700
1949-08-19,14300
1949-08-20,19600
1949-08-21,19100
1949-08-22,13200
1949-08-23,9810
1949-08-24,8160
1949-08-25,6910
1949-08-26,6210
1949-08-27,5990
1949-08-28,5990
1949-08-29,5770
1949-08-30,6210
1949-08-31,11400
1949-09-01,17000
1949-09-02,12600
1949-09-03,9520
1949-09-04,8160
1949-09-05,6910
1949-09-06,5990
1949-09-07,5560
1949-09-08,5140
1949-09-09,5350
1949-09-10,4740
1949-09-11,4330
1949-09-12,4110
1949-09-13,4040
1949-09-14,4080
1949-09-15,4740
1949-09-16,4440
1949-09-17,3940
1949-09-18,3800
1949-09-19,4220
1949-09-20,4440
1949-09-21,3800
1949-09-22,3560
1949-09-23,3660
1949-09-24,3300
1949-09-25,2900
1949-09-26,2620
1949-09-27,2590
1949-09-28,2870
1949-09-29,2930
1949-09-30,3270
1949-10-01,3430
1949-10-02,2900
1949-10-03,2540
1949-10-04,2790
1949-10-05,2990
1949-10-06,2960
1949-10-07,3080
1949-10-08,2960
1949-10-09,2990
1949-10-10,3110
1949-10-11,2760
1949-10-12,2590
1949-10-13,2430
1949-10-14,2230
1949-10-15,2100
1949-10-16,2230
1949-10-17,2330
1949-10-18,2160
1949-10-19,2110
1949-10-20,2140
1949-10-21,2140
1949-10-22,2210
1949-10-23,2250
1949-10-24,2190
1949-10-25,2090
1949-10-26,2490
1949-10-27,2590
1949-10-28,3140
1949-10-29,3970
1949-10-30,4040
1949-10-31,4940
1949-11-01,7430
1949-11-02,9110
1949-11-03,10300
1949-11-04,12400
1949-11-05,12400
1949-11-06,10300
1949-11-07,8260
1949-11-08,7160
1949-11-09,6380
1949-11-10,5780
1949-11-11,5310
1949-11-12,4940
1949-11-13,4720
1949-11-14,4500
1949-11-15,4420
1949-11-16,4210
1949-11-17,4290
1949-11-18,4290
1949-11-19,4200
1949-11-20,4000
1949-11-21,3830
1949-11-22,3630
1949-11-23,3510
1949-11-24,3400
1949-11-25,3400
1949-11-26,3400
1949-11-27,3400
1949-11-28,3360
1949-11-29,3550
1949-11-30,3630
1949-12-01,5220
1949-12-02,10300
1949-12-03,9000
1949-12-04,7400
1949-12-05,6330
1949-12-06,5590
1949-12-07,5170
1949-12-08,4720
1949-12-09,4460
1949-12-10,4100
1949-12-11,4300
1949-12-12,4420
1949-12-13,4760
1949-12-14,6640
1949-12-15,7700
1949-12-16,8820
1949-12-17,9400
1949-12-18,8400
1949-12-19,7430
1949-12-20,7160
1949-12-21,7160
1949-12-22,7160
1949-12-23,7160
1949-12-24,7700
1949-12-25,7700
1949-12-26,8260
1949-12-27,10000
1949-12-28,19100
1949-12-29,23300
1949-12-30,22300
1949-12-31,18300
1950-01-01,14800
1950-01-02,12400
1950-01-03,11200
1950-01-04,10600
1950-01-05,10600
1950-01-06,10300
1950-01-07,10200
1950-01-08,10000
1950-01-09,10000
1950-01-10,9400
1950-01-11,9110
1950-01-12,8820
1950-01-13,8820
1950-01-14,8820
1950-01-15,8540
1950-01-16,8540
1950-01-17,8820
1950-01-18,8600
1950-01-19,8400
1950-01-20,8200
1950-01-21,7600
1950-01-22,7400
1950-01-23,6800
1950-01-24,6600
1950-01-25,6400
1950-01-26,6200
1950-01-27,6200
1950-01-28,6000
1950-01-29,5600
1950-01-30,5600
1950-01-31,7200
1950-02-01,9750
1950-02-02,37600
1950-02-03,74400
1950-02-04,68700
1950-02-05,47500
1950-02-06,31800
1950-02-07,23800
1950-02-08,19600
1950-02-09,17900
1950-02-10,23300
1950-02-11,28600
1950-02-12,27500
1950-02-13,22300
1950-02-14,21800
1950-02-15,29600
1950-02-16,36400
1950-02-17,36400
1950-02-18,29600
1950-02-19,23800
1950-02-20,19200
1950-02-21,16700
1950-02-22,14800
1950-02-23,13800
1950-02-24,12700
1950-02-25,12100
1950-02-26,11500
1950-02-27,10600
1950-02-28,9700
1950-03-01,9110
1950-03-02,8820
1950-03-03,7980
1950-03-04,8260
1950-03-05,7980
1950-03-06,7700
1950-03-07,7160
1950-03-08,7160
1950-03-09,7700
1950-03-10,7430
1950-03-11,7430
1950-03-12,7700
1950-03-13,8540
1950-03-14,10600
1950-03-15,13400
1950-03-16,18700
1950-03-17,15200
1950-03-18,13400
1950-03-19,12100
1950-03-20,12100
1950-03-21,14100
1950-03-22,17100
1950-03-23,43600
1950-03-24,53900
1950-03-25,56500
1950-03-26,50000
1950-03-27,41300
1950-03-28,33000
1950-03-29,29600
1950-03-30,31800
1950-03-31,27500
1950-04-01,21400
1950-04-02,17900
1950-04-03,15900
1950-04-04,14800
1950-04-05,13800
1950-04-06,12400
1950-04-07,11500
1950-04-08,10600
1950-04-09,10300
1950-04-10,9400
1950-04-11,9110
1950-04-12,8540
1950-04-13,8260
1950-04-14,7700
1950-04-15,7430
1950-04-16,7160
1950-04-17,7160
1950-04-18,6850
1950-04-19,6690
1950-04-20,6590
1950-04-21,6640
1950-04-22,6590
1950-04-23,6480
1950-04-24,6540
1950-04-25,6590
1950-04-26,6850
1950-04-27,11300
1950-04-28,12400
1950-04-29,10900
1950-04-30,10000
1950-05-01,9400
1950-05-02,9110
1950-05-03,11200
1950-05-04,14100
1950-05-05,21700
1950-05-06,24300
1950-05-07,21000
1950-05-08,17900
1950-05-09,14800
1950-05-10,12400
1950-05-11,11200
1950-05-12,10300
