Date,Flow
1981-11-18,2480
1981-11-19,2400
1981-11-20,2260
1981-11-21,2310
1981-11-22,2190
1981-11-23,2130
1981-11-24,2090
1981-11-25,2120
1981-11-26,2060
1981-11-27,2060
1981-11-28,2060
1981-11-29,1990
1981-11-30,1940
1981-12-01,1950
1981-12-02,2080
1981-12-03,2450
1981-12-04,2990
1981-12-05,3760
1981-12-06,3940
1981-12-07,3960
1981-12-08,3680
1981-12-09,3150
1981-12-10,3040
1981-12-11,3020
1981-12-12,3250
1981-12-13,3410
1981-12-14,3380
1981-12-15,3770
1981-12-16,3720
1981-12-17,3630
1981-12-18,3530
1981-12-19,3400
1981-12-20,2700
1981-12-21,2440
1981-12-22,2620
1981-12-23,2860
1981-12-24,2850
1981-12-25,3990
1981-12-26,5860
1981-12-27,9950
1981-12-28,8620
1981-12-29,7560
1981-12-30,6890
1981-12-31,5960
1982-01-01,5720
1982-01-02,5610
1982-01-03,6420
1982-01-04,7300
1982-01-05,14200
1982-01-06,21400
1982-01-07,24500
1982-01-08,20800
1982-01-09,16500
1982-01-10,13400
1982-01-11,7850
1982-01-12,5120
1982-01-13,4730
1982-01-14,4700
1982-01-15,4910
1982-01-16,5180
1982-01-17,4550
1982-01-18,5130
1982-01-19,5380
1982-01-20,5810
1982-01-21,5330
1982-01-22,5200
1982-01-23,4760
1982-01-24,4520
1982-01-25,4220
1982-01-26,4100
1982-01-27,4000
1982-01-28,3800
1982-01-29,3900
1982-01-30,4000
1982-01-31,4500
1982-02-01,6500
1982-02-02,9000
1982-02-03,17900
1982-02-04,35700
1982-02-05,45600
1982-02-06,51000
1982-02-07,33700
1982-02-08,24600
1982-02-09,20200
1982-02-10,17700
1982-02-11,15400
1982-02-12,14900
1982-02-13,14200
1982-02-14,12700
1982-02-15,11300
1982-02-16,10700
1982-02-17,13200
1982-02-18,32700
1982-02-19,46800
1982-02-20,46800
1982-02-21,42400
1982-02-22,48400
1982-02-23,48100
1982-02-24,40700
1982-02-25,37500
1982-02-26,31500
1982-02-27,24300
1982-02-28,21600
1982-03-01,19100
1982-03-02,17200
1982-03-03,16300
1982-03-04,15500
1982-03-05,14600
1982-03-06,14000
1982-03-07,13800
1982-03-08,16100
1982-03-09,17500
1982-03-10,20000
1982-03-11,20500
1982-03-12,20300
1982-03-13,24300
1982-03-14,35300
1982-03-15,36500
1982-03-16,32300
1982-03-17,35200
1982-03-18,56600
1982-03-19,61100
1982-03-20,45500
1982-03-21,39000
1982-03-22,63300
1982-03-23,67000
1982-03-24,46100
1982-03-25,34400
1982-03-26,27600
1982-03-27,23100
1982-03-28,20300
1982-03-29,17800
1982-03-30,15700
1982-03-31,14400
1982-04-01,13800
1982-04-02,12800
1982-04-03,12300
1982-04-04,13700
1982-04-05,20400
1982-04-06,19700
1982-04-07,19300
1982-04-08,18100
1982-04-09,16400
1982-04-10,15700
1982-04-11,15200
1982-04-12,15100
1982-04-13,14400
1982-04-14,13400
1982-04-15,12600
1982-04-16,11700
1982-04-17,10900
1982-04-18,10900
1982-04-19,11300
1982-04-20,11200
1982-04-21,10700
1982-04-22,10000
1982-04-23,9280
1982-04-24,8670
1982-04-25,8090
1982-04-26,8630
1982-04-27,11700
1982-04-28,13800
1982-04-29,14600
1982-04-30,16600
1982-05-01,16200
1982-05-02,14600
1982-05-03,13200
1982-05-04,12100
1982-05-05,11100
1982-05-06,10100
1982-05-07,9330
1982-05-08,8630
1982-05-09,8270
1982-05-10,7840
1982-05-11,8210
1982-05-12,8040
1982-05-13,6950
1982-05-14,6250
1982-05-15,5830
1982-05-16,5410
1982-05-17,5000
1982-05-18,4620
1982-05-19,4280
1982-05-20,4340
1982-05-21,4290
1982-05-22,4560
1982-05-23,4940
1982-05-24,4580
1982-05-25,4820
1982-05-26,5040
1982-05-27,6630
1982-05-28,7180
1982-05-29,12800
1982-05-30,10800
1982-05-31,11900
1982-06-01,9060
1982-06-02,9350
1982-06-03,8730
1982-06-04,10100
1982-06-05,13200
1982-06-06,21100
1982-06-07,28100
1982-06-08,25600
1982-06-09,19700
1982-06-10,16000
1982-06-11,14300
1982-06-12,13600
1982-06-13,27400
1982-06-14,59800
1982-06-15,92700
1982-06-16,58100
1982-06-17,42600
1982-06-18,39500
1982-06-19,29500
1982-06-20,22200
1982-06-21,17700
1982-06-22,14700
1982-06-23,12800
1982-06-24,11100
1982-06-25,9660
1982-06-26,8720
1982-06-27,7930
1982-06-28,7000
1982-06-29,6420
1982-06-30,6140
1982-07-01,5920
1982-07-02,5630
1982-07-03,5280
1982-07-04,6080
1982-07-05,6300
1982-07-06,6450
1982-07-07,7720
1982-07-08,6830
1982-07-09,6460
1982-07-10,6200
1982-07-11,6110
1982-07-12,5880
1982-07-13,6690
1982-07-14,7160
1982-07-15,7220
1982-07-16,6050
1982-07-17,5000
1982-07-18,4320
1982-07-19,4700
1982-07-20,4600
1982-07-21,4410
1982-07-22,4570
1982-07-23,5410
1982-07-24,5690
1982-07-25,5020
1982-07-26,5650
1982-07-27,5950
1982-07-28,6700
1982-07-29,5680
1982-07-30,4580
1982-07-31,5170
1982-08-01,5550
1982-08-02,4610
1982-08-03,4090
1982-08-04,3950
1982-08-05,3950
1982-08-06,3990
1982-08-07,4720
1982-08-08,3950
1982-08-09,3950
1982-08-10,5030
1982-08-11,5250
1982-08-12,6230
1982-08-13,5070
1982-08-14,4560
1982-08-15,4050
1982-08-16,3670
1982-08-17,3290
1982-08-18,3140
1982-08-19,3450
1982-08-20,3660
1982-08-21,3320
1982-08-22,3320
1982-08-23,2870
1982-08-24,2550
1982-08-25,2400
1982-08-26,2450
1982-08-27,2380
1982-08-28,2150
1982-08-29,2120
1982-08-30,2080
1982-08-31,2100
1982-09-01,2100
1982-09-02,2000
1982-09-03,3150
1982-09-04,2170
1982-09-05,1990
1982-09-06,1950
1982-09-07,1810
1982-09-08,1790
1982-09-09,1800
1982-09-10,1730
1982-09-11,1530
1982-09-12,1570
1982-09-13,1620
1982-09-14,1690
1982-09-15,1470
1982-09-16,1330
1982-09-17,1350
1982-09-18,1480
1982-09-19,1570
1982-09-20,1490
1982-09-21,1530
1982-09-22,2110
1982-09-23,1990
1982-09-24,1750
1982-09-25,1770
1982-09-26,1580
1982-09-27,2660
1982-09-28,3300
1982-09-29,3040
1982-09-30,2990
1982-10-01,2500
1982-10-02,2430
1982-10-03,2350
1982-10-04,2170
1982-10-05,2130
1982-10-06,2060
1982-10-07,1950
1982-10-08,1740
1982-10-09,1720
1982-10-10,1570
1982-10-11,1580
1982-10-12,1600
1982-10-13,1740
1982-10-14,1820
1982-10-15,1840
1982-10-16,2000
1982-10-17,1990
1982-10-18,1810
1982-10-19,1940
1982-10-20,1960
1982-10-21,2170
1982-10-22,2090
1982-10-23,1980
1982-10-24,1950
1982-10-25,2060
1982-10-26,2640
1982-10-27,2800
1982-10-28,2770
1982-10-29,2500
1982-10-30,2320
1982-10-31,2340
1982-11-01,2260
1982-11-02,1970
1982-11-03,1910
1982-11-04,2590
1982-11-05,5130
1982-11-06,4260
1982-11-07,4180
1982-11-08,3890
1982-11-09,3740
1982-11-10,3580
1982-11-11,3200
1982-11-12,2720
1982-11-13,2710
1982-11-14,2540
1982-11-15,2300
1982-11-16,2400
1982-11-17,2440
1982-11-18,2400
1982-11-19,2330
1982-11-20,2290
1982-11-21,2290
1982-11-22,2290
1982-11-23,2250
1982-11-24,2130
1982-11-25,2110
1982-11-26,2240
1982-11-27,2340
1982-11-28,2490
1982-11-29,4500
1982-11-30,5370
1982-12-01,5620
1982-12-02,7200
1982-12-03,9990
1982-12-04,8850
1982-12-05,8590
1982-12-06,7830
1982-12-07,6740
1982-12-08,5940
1982-12-09,5130
1982-12-10,4800
1982-12-11,4750
1982-12-12,4230
1982-12-13,3980
1982-12-14,3830
1982-12-15,3710
1982-12-16,5400
1982-12-17,6510
1982-12-18,6320
1982-12-19,12500
1982-12-20,14000
1982-12-21,10900
1982-12-22,8860
1982-12-23,7580
1982-12-24,6750
1982-12-25,6490
1982-12-26,5920
1982-12-27,5420
1982-12-28,5240
1982-12-29,5200
1982-12-30,5090
1982-12-31,5090
1983-01-01,5130
1983-01-02,5210
1983-01-03,5030
1983-01-04,4640
1983-01-05,4410
1983-01-06,4260
1983-01-07,4090
1983-01-08,3620
1983-01-09,3420
1983-01-10,3490
1983-01-11,4760
1983-01-12,6510
1983-01-13,5940
1983-01-14,5430
1983-01-15,5140
1983-01-16,4710
1983-01-17,4380
1983-01-18,4090
1983-01-19,3220
1983-01-20,2660
1983-01-21,3100
1983-01-22,3100
1983-01-23,3400
1983-01-24,3770
1983-01-25,4300
1983-01-26,4510
1983-01-27,4510
1983-01-28,4710
1983-01-29,4730
1983-01-30,4720
1983-01-31,4580
1983-02-01,4510
1983-02-02,4930
1983-02-03,7660
1983-02-04,14100
1983-02-05,24000
1983-02-06,20000
1983-02-07,16500
1983-02-08,13500
1983-02-09,11500
1983-02-10,10000
1983-02-11,9020
1983-02-12,5590
1983-02-13,4840
1983-02-14,6240
1983-02-15,6880
1983-02-16,8380
1983-02-17,9290
1983-02-18,10700
1983-02-19,13400
1983-02-20,22500
1983-02-21,25500
1983-02-22,25000
1983-02-23,27700
1983-02-24,32400
1983-02-25,32800
1983-02-26,30300
1983-02-27,25200
1983-02-28,20700
1983-03-01,17800
1983-03-02,16700
1983-03-03,15700
1983-03-04,14300
1983-03-05,13100
1983-03-06,12200
1983-03-07,12700
1983-03-08,20000
1983-03-09,23800
1983-03-10,21800
1983-03-11,25600
1983-03-12,25700
1983-03-13,21900
1983-03-14,18700
1983-03-15,16700
1983-03-16,14300
1983-03-17,12800
1983-03-18,12100
1983-03-19,20600
1983-03-20,45400
1983-03-21,69200
1983-03-22,52900
1983-03-23,50600
1983-03-24,42400
1983-03-25,32000
1983-03-26,25200
1983-03-27,22000
1983-03-28,25900
1983-03-29,26600
1983-03-30,28500
1983-03-31,26100
1983-04-01,22700
1983-04-02,20200
1983-04-03,25600
1983-04-04,49900
1983-04-05,54200
1983-04-06,39900
1983-04-07,31600
1983-04-08,28100
1983-04-09,29900
1983-04-10,58000
1983-04-11,98000
1983-04-12,87500
1983-04-13,64400
1983-04-14,43400
1983-04-15,41600
1983-04-16,64800
1983-04-17,66600
1983-04-18,55400
1983-04-19,40500
1983-04-20,32700
1983-04-21,27600
1983-04-22,23900
1983-04-23,21000
1983-04-24,27600
1983-04-25,63600
1983-04-26,121000
1983-04-27,86300
1983-04-28,52300
1983-04-29,38500
1983-04-30,31000
1983-05-01,26400
1983-05-02,23400
1983-05-03,21000
1983-05-04,19700
1983-05-05,19900
1983-05-06,21200
1983-05-07,20200
1983-05-08,17900
1983-05-09,16400
1983-05-10,15100
1983-05-11,13800
1983-05-12,12600
1983-05-13,11700
1983-05-14,10800
1983-05-15,10500
1983-05-16,14600
1983-05-17,25600
1983-05-18,49600
1983-05-19,49800
1983-05-20,35100
1983-05-21,30100
1983-05-22,28600
1983-05-23,33900
1983-05-24,49700
1983-05-25,48000
1983-05-26,34900
1983-05-27,27500
1983-05-28,22100
1983-05-29,18800
1983-05-30,16900
1983-05-31,15600
1983-06-01,14500
1983-06-02,13400
1983-06-03,12200
1983-06-04,11400
1983-06-05,10900
1983-06-06,11400
1983-06-07,16800
1983-06-08,12500
1983-06-09,10400
1983-06-10,9020
1983-06-11,8110
1983-06-12,7490
1983-06-13,6950
1983-06-14,6440
1983-06-15,5940
1983-06-16,5540
1983-06-17,5360
1983-06-18,5200
1983-06-19,6960
1983-06-20,12300
1983-06-21,17000
1983-06-22,18000
1983-06-23,29900
1983-06-24,19500
1983-06-25,13100
1983-06-26,10200
1983-06-27,8300
1983-06-28,7330
1983-06-29,7830
1983-06-30,8340
1983-07-01,7080
1983-07-02,6270
1983-07-03,5850
1983-07-04,5680
1983-07-05,6140
1983-07-06,5610
1983-07-07,5030
1983-07-08,4920
1983-07-09,4300
1983-07-10,4150
1983-07-11,3970
1983-07-12,3520
1983-07-13,3460
1983-07-14,3260
1983-07-15,3110
1983-07-16,2930
1983-07-17,2750
1983-07-18,2680
1983-07-19,2540
1983-07-20,2580
1983-07-21,2770
1983-07-22,2540
1983-07-23,2480
1983-07-24,2430
1983-07-25,2470
1983-07-26,2670
1983-07-27,2520
1983-07-28,2170
1983-07-29,1810
1983-07-30,1850
1983-07-31,1920
1983-08-01,1850
1983-08-02,1780
1983-08-03,1740
1983-08-04,1780
1983-08-05,1880
1983-08-06,2350
1983-08-07,2760
1983-08-08,2510
1983-08-09,2080
1983-08-10,1960
1983-08-11,2000
1983-08-12,2250
1983-08-13,2290
1983-08-14,2200
1983-08-15,2110
1983-08-16,1990
1983-08-17,1970
1983-08-18,1990
1983-08-19,1940
1983-08-20,1620
1983-08-21,1600
1983-08-22,1550
1983-08-23,1910
1983-08-24,1970
1983-08-25,1800
1983-08-26,1660
1983-08-27,1480
1983-08-28,1430
1983-08-29,1520
1983-08-30,1590
1983-08-31,1520
1983-09-01,1560
1983-09-02,1550
1983-09-03,1860
1983-09-04,2290
1983-09-05,1980
1983-09-06,1610
1983-09-07,1550
1983-09-08,1460
1983-09-09,1320
1983-09-10,1290
1983-09-11,1200
1983-09-12,1250
1983-09-13,1250
1983-09-14,1300
1983-09-15,1300
1983-09-16,1350
1983-09-17,1350
1983-09-18,1350
1983-09-19,1390
1983-09-20,1390
1983-09-21,1330
1983-09-22,1690
1983-09-23,1510
1983-09-24,1560
1983-09-25,1470
1983-09-26,1560
1983-09-27,1420
1983-09-28,1290
1983-09-29,1290
1983-09-30,1420
1983-10-01,1480
1983-10-02,1590
1983-10-03,1690
1983-10-04,1710
1983-10-05,1670
1983-10-06,1610
1983-10-07,1600
1983-10-08,1600
1983-10-09,1440
1983-10-10,1250
1983-10-11,1270
1983-10-12,1850
1983-10-13,1670
1983-10-14,2010
1983-10-15,2810
1983-10-16,3780
1983-10-17,3400
1983-10-18,3310
1983-10-19,3100
1983-10-20,2640
1983-10-21,2580
1983-10-22,2510
1983-10-23,3760
1983-10-24,9300
1983-10-25,14800
1983-10-26,20400
1983-10-27,17700
1983-10-28,13400
1983-10-29,10400
1983-10-30,8700
1983-10-31,7640
1983-11-01,6660
1983-11-02,6210
1983-11-03,4700
1983-11-04,4310
1983-11-05,3850
1983-11-06,4620
1983-11-07,4780
1983-11-08,4840
1983-11-09,4040
1983-11-10,4880
1983-11-11,4710
1983-11-12,7330
1983-11-13,9640
1983-11-14,10900
1983-11-15,8520
1983-11-16,8100
1983-11-17,7190
1983-11-18,7200
1983-11-19,7240
1983-11-20,7290
1983-11-21,8770
1983-11-22,10500
1983-11-23,11700
1983-11-24,10700
1983-11-25,16500
1983-11-26,20800
1983-11-27,24300
1983-11-28,23500
1983-11-29,22500
1983-11-30,20900
1983-12-01,18900
1983-12-02,16800
1983-12-03,14900
1983-12-04,17100
1983-12-05,19600
1983-12-06,25900
1983-12-07,33100
1983-12-08,35400
1983-12-09,33600
1983-12-10,26900
1983-12-11,21700
1983-12-12,18600
1983-12-13,33300
1983-12-14,83000
1983-12-15,82400
1983-12-16,48900
1983-12-17,34900
1983-12-18,27000
1983-12-19,22000
1983-12-20,18900
1983-12-21,16500
1983-12-22,17500
1983-12-23,22800
1983-12-24,18900
1983-12-25,16600
1983-12-26,14200
1983-12-27,12400
1983-12-28,13000
1983-12-29,21700
1983-12-30,20700
1983-12-31,18800
1984-01-01,15100
1984-01-02,13600
1984-01-03,12600
1984-01-04,11600
1984-01-05,11400
1984-01-06,11000
1984-01-07,10700
1984-01-08,10700
1984-01-09,10500
1984-01-10,10100
1984-01-11,11100
1984-01-12,9840
1984-01-13,9530
1984-01-14,9540
1984-01-15,8460
1984-01-16,7890
1984-01-17,7490
1984-01-18,7690
1984-01-19,7270
1984-01-20,6270
1984-01-21,5390
1984-01-22,4580
1984-01-23,4100
1984-01-24,5010
1984-01-25,5700
1984-01-26,8540
1984-01-27,14000
1984-01-28,20700
1984-01-29,21300
1984-01-30,18000
1984-01-31,14600
1984-02-01,13100
1984-02-02,11700
1984-02-03,9970
1984-02-04,12800
1984-02-05,15400
1984-02-06,15400
1984-02-07,14100
1984-02-08,12600
1984-02-09,11000
1984-02-10,9860
1984-02-11,9650
1984-02-12,11600
1984-02-13,12300
1984-02-14,26600
1984-02-15,132000
1984-02-16,209000
1984-02-17,123000
1984-02-18,63800
1984-02-19,47100
1984-02-20,37800
1984-02-21,31200
1984-02-22,27400
1984-02-23,24500
1984-02-24,34100
1984-02-25,51500
1984-02-26,52400
1984-02-27,44600
1984-02-28,39100
1984-02-29,40700
1984-03-01,34700
1984-03-02,29300
1984-03-03,24900
1984-03-04,22100
1984-03-05,20300
1984-03-06,20000
1984-03-07,19900
1984-03-08,19000
1984-03-09,18600
1984-03-10,17700
1984-03-11,16400
1984-03-12,15600
1984-03-13,15300
1984-03-14,15400
1984-03-15,17600
1984-03-16,18600
1984-03-17,21500
1984-03-18,24800
1984-03-19,25600
1984-03-20,23900
1984-03-21,22700
1984-03-22,26200
1984-03-23,46000
1984-03-24,49000
1984-03-25,36700
1984-03-26,34900
1984-03-27,31500
1984-03-28,40700
1984-03-29,85400
1984-03-30,145000
1984-03-31,128000
1984-04-01,85400
1984-04-02,72900
1984-04-03,61400
1984-04-04,53600
1984-04-05,103000
1984-04-06,115000
1984-04-07,82900
1984-04-08,65100
1984-04-09,50200
1984-04-10,39200
1984-04-11,32600
1984-04-12,28300
1984-04-13,24600
1984-04-14,22100
1984-04-15,28000
1984-04-16,37100
1984-04-17,53600
1984-04-18,54200
1984-04-19,44500
1984-04-20,36200
1984-04-21,30200
1984-04-22,26500
1984-04-23,26600
1984-04-24,46200
1984-04-25,55000
1984-04-26,43600
1984-04-27,35800
1984-04-28,29500
1984-04-29,27300
1984-04-30,25200
1984-05-01,27000
1984-05-02,27500
1984-05-03,23000
1984-05-04,29000
1984-05-05,36000
1984-05-06,31000
1984-05-07,28000
1984-05-08,30000
1984-05-09,36000
1984-05-10,31000
1984-05-11,28000
1984-05-12,25000
1984-05-13,23000
1984-05-14,20500
1984-05-15,19000
1984-05-16,17500
1984-05-17,16000
1984-05-18,15100
1984-05-19,14300
1984-05-20,13400
1984-05-21,12700
1984-05-22,12100
1984-05-23,11800
1984-05-24,12700
1984-05-25,11700
1984-05-26,10600
1984-05-27,10100
1984-05-28,9020
1984-05-29,9180
1984-05-30,14000
1984-05-31,13500
1984-06-01,11100
1984-06-02,9500
1984-06-03,8450
1984-06-04,7740
1984-06-05,7170
1984-06-06,6660
1984-06-07,6400
1984-06-08,5930
1984-06-09,5700
1984-06-10,5360
1984-06-11,4880
1984-06-12,4650
1984-06-13,4440
1984-06-14,4310
1984-06-15,4130
1984-06-16,4130
1984-06-17,4330
1984-06-18,4370
1984-06-19,4830
1984-06-20,5430
1984-06-21,5390
1984-06-22,4580
1984-06-23,4160
1984-06-24,3870
1984-06-25,4030
1984-06-26,4510
1984-06-27,4680
1984-06-28,4340
1984-06-29,4030
1984-06-30,3890
1984-07-01,4730
1984-07-02,4950
1984-07-03,7530
1984-07-04,10400
1984-07-05,8680
1984-07-06,7070
1984-07-07,8670
1984-07-08,18200
1984-07-09,13900
1984-07-10,11200
1984-07-11,8510
1984-07-12,7120
1984-07-13,6140
1984-07-14,7580
1984-07-15,7790
1984-07-16,6520
1984-07-17,5720
1984-07-18,5360
1984-07-19,5440
1984-07-20,4840
1984-07-21,4680
1984-07-22,4550
1984-07-23,4380
1984-07-24,4260
1984-07-25,4240
1984-07-26,4230
1984-07-27,4240
1984-07-28,4010
1984-07-29,3850
1984-07-30,3590
1984-07-31,3480
1984-08-01,3340
1984-08-02,3770
1984-08-03,3570
1984-08-04,4680
1984-08-05,8800
1984-08-06,5640
1984-08-07,5150
1984-08-08,4670
1984-08-09,4530
1984-08-10,5440
1984-08-11,10100
1984-08-12,17000
1984-08-13,24900
1984-08-14,34000
1984-08-15,36200
1984-08-16,37700
1984-08-17,25800
1984-08-18,18300
1984-08-19,14100
1984-08-20,12000
1984-08-21,10200
1984-08-22,8800
1984-08-23,7530
1984-08-24,6920
1984-08-25,7060
1984-08-26,6170
1984-08-27,5780
1984-08-28,5440
1984-08-29,4870
1984-08-30,4610
1984-08-31,4670
1984-09-01,4660
1984-09-02,4380
1984-09-03,4270
1984-09-04,5150
1984-09-05,5020
1984-09-06,4360
1984-09-07,3940
1984-09-08,3660
1984-09-09,3490
1984-09-10,3380
1984-09-11,3280
1984-09-12,3160
1984-09-13,3100
1984-09-14,2880
1984-09-15,2980
1984-09-16,2950
1984-09-17,2920
1984-09-18,3330
1984-09-19,3280
1984-09-20,2850
1984-09-21,2530
1984-09-22,2550
1984-09-23,2550
1984-09-24,2450
1984-09-25,2390
1984-09-26,2330
1984-09-27,2280
1984-09-28,2500
1984-09-29,2580
1984-09-30,2500
1984-10-01,3280
1984-10-02,3900
1984-10-03,3460
1984-10-04,3310
1984-10-05,3410
1984-10-06,3660
1984-10-07,3430
1984-10-08,3100
1984-10-09,2910
1984-10-10,2770
1984-10-11,2590
1984-10-12,3180
1984-10-13,3210
1984-10-14,2880
1984-10-15,2420
1984-10-16,2490
1984-10-17,2420
1984-10-18,2310
1984-10-19,2330
1984-10-20,2450
1984-10-21,2470
1984-10-22,2610
1984-10-23,2630
1984-10-24,4600
1984-10-25,4110
1984-10-26,3610
1984-10-27,3360
1984-10-28,3200
1984-10-29,3730
1984-10-30,4460
1984-10-31,4270
1984-11-01,3870
1984-11-02,3530
1984-11-03,3930
1984-11-04,3800
1984-11-05,3780
1984-11-06,3830
1984-11-07,4210
1984-11-08,4030
1984-11-09,3620
1984-11-10,3600
1984-11-11,3610
1984-11-12,3530
1984-11-13,3180
1984-11-14,3230
1984-11-15,3220
1984-11-16,3280
1984-11-17,3160
1984-11-18,3360
1984-11-19,3390
1984-11-20,3240
1984-11-21,3290
1984-11-22,3340
1984-11-23,3400
1984-11-24,3530
1984-11-25,3860
1984-11-26,3680
1984-11-27,3520
1984-11-28,3850
1984-11-29,12300
1984-11-30,37400
1984-12-01,39900
1984-12-02,25900
1984-12-03,18700
1984-12-04,14800
1984-12-05,12600
1984-12-06,12700
1984-12-07,12300
1984-12-08,11500
1984-12-09,10100
1984-12-10,9070
1984-12-11,8300
1984-12-12,7990
1984-12-13,7860
1984-12-14,7930
1984-12-15,8070
1984-12-16,8070
1984-12-17,7850
1984-12-18,7550
1984-12-19,7320
1984-12-20,7050
1984-12-21,7030
1984-12-22,7960
1984-12-23,10800
1984-12-24,14800
1984-12-25,14600
1984-12-26,13100
1984-12-27,12100
1984-12-28,11800
1984-12-29,11300
1984-12-30,10500
1984-12-31,9720
1985-01-01,9070
1985-01-02,8640
1985-01-03,8900
1985-01-04,10000
1985-01-05,9670
1985-01-06,10400
1985-01-07,11900
1985-01-08,12600
1985-01-09,12200
1985-01-10,11400
1985-01-11,10400
1985-01-12,9240
1985-01-13,8180
1985-01-14,7700
1985-01-15,6980
1985-01-16,6450
1985-01-17,5920
1985-01-18,6390
1985-01-19,6260
1985-01-20,5280
1985-01-21,2770
1985-01-22,3150
1985-01-23,3280
1985-01-24,3860
1985-01-25,4400
1985-01-26,4320
1985-01-27,5050
1985-01-28,5090
1985-01-29,4910
1985-01-30,4620
1985-01-31,4680
1985-02-01,5290
1985-02-02,8550
1985-02-03,8970
1985-02-04,10100
1985-02-05,11000
1985-02-06,8970
1985-02-07,8070
1985-02-08,6740
1985-02-09,5090
1985-02-10,6030
1985-02-11,6490
1985-02-12,22400
1985-02-13,78200
1985-02-14,82700
1985-02-15,40900
1985-02-16,26900
1985-02-17,20500
1985-02-18,16700
1985-02-19,14500
1985-02-20,13200
1985-02-21,12700
1985-02-22,13100
1985-02-23,13900
1985-02-24,16000
1985-02-25,26600
1985-02-26,34000
1985-02-27,35300
1985-02-28,31300
1985-03-01,27200
1985-03-02,23100
1985-03-03,19500
1985-03-04,16400
1985-03-05,14200
1985-03-06,12700
1985-03-07,11800
1985-03-08,11000
1985-03-09,10300
1985-03-10,9390
1985-03-11,8880
1985-03-12,8700
1985-03-13,8640
1985-03-14,8490
1985-03-15,10100
1985-03-16,10700
1985-03-17,9420
1985-03-18,8540
1985-03-19,7930
1985-03-20,7390
1985-03-21,7100
1985-03-22,6590
1985-03-23,6660
1985-03-24,8210
1985-03-25,14200
1985-03-26,21800
1985-03-27,22000
1985-03-28,19200
1985-03-29,16500
1985-03-30,16100
1985-03-31,21300
1985-04-01,24300
1985-04-02,30700
1985-04-03,31200
1985-04-04,25800
1985-04-05,20600
1985-04-06,17600
1985-04-07,15300
1985-04-08,13600
1985-04-09,12300
1985-04-10,11500
1985-04-11,10700
1985-04-12,9870
1985-04-13,9220
1985-04-14,8640
1985-04-15,8370
1985-04-16,8300
1985-04-17,8020
1985-04-18,7570
1985-04-19,7220
1985-04-20,7000
1985-04-21,6890
1985-04-22,6440
1985-04-23,5930
1985-04-24,5700
1985-04-25,5880
1985-04-26,5570
1985-04-27,5300
1985-04-28,5090
1985-04-29,4880
1985-04-30,4840
1985-05-01,4390
1985-05-02,4270
1985-05-03,5190
1985-05-04,11100
1985-05-05,29500
1985-05-06,26200
1985-05-07,19400
1985-05-08,15000
1985-05-09,12300
1985-05-10,10500
1985-05-11,8930
1985-05-12,7740
1985-05-13,7620
1985-05-14,6760
1985-05-15,6300
1985-05-16,6360
1985-05-17,6730
1985-05-18,6390
1985-05-19,8100
1985-05-20,8120
1985-05-21,7300
1985-05-22,6970
1985-05-23,6340
1985-05-24,6300
1985-05-25,6050
1985-05-26,7370
1985-05-27,11900
1985-05-28,11300
1985-05-29,10100
1985-05-30,8140
1985-05-31,7590
1985-06-01,7200
1985-06-02,15000
1985-06-03,27200
1985-06-04,17100
1985-06-05,12300
1985-06-06,12900
1985-06-07,10200
1985-06-08,11900
1985-06-09,11400
1985-06-10,9480
1985-06-11,9410
1985-06-12,8740
1985-06-13,7240
1985-06-14,6400
1985-06-15,6310
1985-06-16,5740
1985-06-17,5110
1985-06-18,4660
1985-06-19,4550
1985-06-20,4330
1985-06-21,3930
1985-06-22,3620
1985-06-23,3410
1985-06-24,3270
1985-06-25,3210
1985-06-26,2920
1985-06-27,2740
1985-06-28,2560
1985-06-29,2290
1985-06-30,2140
1985-07-01,2110
1985-07-02,1960
1985-07-03,2160
1985-07-04,1840
1985-07-05,1960
1985-07-06,2040
1985-07-07,2200
1985-07-08,2100
1985-07-09,2290
1985-07-10,2310
1985-07-11,2260
1985-07-12,2340
1985-07-13,8610
1985-07-14,8840
1985-07-15,6440
1985-07-16,9100
1985-07-17,7300
1985-07-18,5680
1985-07-19,4430
1985-07-20,3530
1985-07-21,3080
1985-07-22,2760
1985-07-23,2540
1985-07-24,2330
1985-07-25,2120
1985-07-26,2200
1985-07-27,3550
1985-07-28,6450
1985-07-29,4330
1985-07-30,3310
1985-07-31,3120
1985-08-01,2950
1985-08-02,2890
1985-08-03,2690
1985-08-04,2490
1985-08-05,2290
1985-08-06,2220
1985-08-07,2140
1985-08-08,2180
1985-08-09,2300
1985-08-10,2910
1985-08-11,2490
1985-08-12,2180
1985-08-13,2020
1985-08-14,1880
1985-08-15,1850
1985-08-16,1740
1985-08-17,2100
1985-08-18,2650
1985-08-19,2430
1985-08-20,2130
1985-08-21,2230
1985-08-22,4540
1985-08-23,4560
1985-08-24,3880
1985-08-25,3630
1985-08-26,3260
1985-08-27,3190
1985-08-28,4420
1985-08-29,4470
1985-08-30,3690
1985-08-31,3170
1985-09-01,2910
1985-09-02,2650
1985-09-03,2340
1985-09-04,2040
1985-09-05,1990
1985-09-06,1860
1985-09-07,1650
1985-09-08,1560
1985-09-09,1360
1985-09-10,2150
1985-09-11,2190
1985-09-12,1750
1985-09-13,1590
1985-09-14,1550
1985-09-15,1410
1985-09-16,1270
